LoanId,LoanType,RunDt,LoanStatus,CurrentPrincipalBalanceAmt,InvestorId,DelinquentPaymentCount,InterestPaidToDt,PropertyState,Source,SETTLE_DATE,DAYS360_DAYS,ACCRUED_INTEREST,price_b1 X UPB,(price_b1 X UPB) + Accrued Interest,price_b1,price_b3,price_b7,price_b4,price_b6,price_b5,price_b3 X UPB,price_b7 X UPB,price_b4 X UPB,price_b6 X UPB,price_b5 X UPB,FLAG_B1,FLAG_B2,FLAG_B3,FLAG_B7,FLAG_B4,FLAG_A1,FLAG_A2,FLAG_B5,NEC_B1,NEC_B2,NEC_B3,NEC_B7,NEC_B4,NEC_B6,NEC_B8,NEC_B5,TIMES_ALLOCATED,TOTAL_VA_USDA,MAX_NEC,Pool,POOL_CD_UPB,POOL_AB_UPB,price_b6 x POOL_AB_UPB,DelinquentPaymentCount x UPB,b6_pool1_upb,price_b6 x b6_pool1_upb,b6_pool2_upb,price_b6 x b6_pool2_upb,b6_Pool_Flag,Flag,Original_Variable,B1_ALLOCATION,B2_ALLOCATION,B3_ALLOCATION,B7_ALLOCATION,B4_ALLOCATION,B6_ALLOCATION,B8_ALLOCATION,B5_ALLOCATION
425,USDA,1/14/2022,Foreclosure,71035.2,430,31,6/1/2019,IL,GNMA,2/1/2022,960,5682.816,71081.61035,76764.42635,1.000653343,0.98142571,0,1.005771536,0,0,69715.7716,0,71445.18218,0,0,0,0,0,0,0,0,0,0,-1062.2,0,-2428.04,0,-698.63,0,0,0,0,71035.2,NONE,D,71035.2,0,0,2202091.2,0,0,0,0,UNK,1,B2_Selector_425,0,0,0,0,0,0,0,0
426,USDA,1/14/2022,Foreclosure,98988.87,430,9,4/1/2021,TN,GNMA,2/1/2022,300,2474.72175,98538.48578,101013.2075,0.995450153,0,0,0.999305607,0,0,0,0,98920.13283,0,0,0,0,0,0,0,0,0,0,-792.17,0,0,0,-410.52,0,0,0,0,98988.87,NONE,A,0,98988.87,0,890899.83,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
427,USDA,1/14/2022,120 Days Delinquent,65806.19,430,15,10/1/2020,AZ,GNMA,2/1/2022,480,2632.2476,65254.81572,67887.06332,0.99162124,0.970192979,0,0.994499589,0,0,63844.7035,0,65444.22893,0,0,0,0,0,0,0,0,0,0,-514,0,-1924.11,0,-324.59,0,0,0,0,65806.19,NONE,D,65806.19,0,0,987092.85,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
428,USDA,1/14/2022,120 Days Delinquent,65771.07,430,5,8/1/2021,SC,GNMA,2/1/2022,180,986.56605,65171.15816,66157.72421,0.990878789,0.973296026,0,0.993092309,0,0,64014.72104,0,65316.74375,0,0,0,0,0,0,0,0,0,0,-459.2,0,-1615.63,0,-313.61,0,0,0,0,65771.07,NONE,A,0,65771.07,0,328855.35,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
429,USDA,1/14/2022,120 Days Delinquent,78613.03,430,8,5/1/2021,LA,GNMA,2/1/2022,270,1768.793175,78489.47059,80258.26376,0.998428258,0.980821298,0,1.001747933,0,0,77105.33409,0,78750.44034,0,0,0,0,0,0,0,0,0,0,-680.87,0,-2065.01,0,-419.9,0,0,0,0,78613.03,NONE,A,0,78613.03,0,628904.24,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
430,USDA,1/14/2022,Foreclosure,71164.15,430,31,6/1/2019,KY,GNMA,2/1/2022,960,5693.132,0,5693.132,0,0.994123614,0,1.005153045,0,0,70745.96199,0,71530.86205,0,0,0,0,0,0,0,0,0,0,0,0,-1577.6,0,-792.7,0,0,0,0,71164.15,NONE,D,71164.15,0,0,2206088.65,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
431,USDA,1/14/2022,60 Days Delinquent,141723.43,430,3,10/1/2021,PA,GNMA,2/1/2022,120,1417.2343,140624.9234,142042.1577,0.992248942,0.978075527,0,0.996338938,0,0,138616.2185,0,141204.5717,0,0,0,0,0,0,0,0,0,0,-937.3,0,-2946.01,0,-357.65,0,0,0,0,141723.43,NONE,A,0,141723.43,0,425170.29,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
432,USDA,1/14/2022,120 Days Delinquent,106625.84,430,6,7/1/2021,LA,GNMA,2/1/2022,210,1865.9522,105861.7478,107727.7,0.992833893,0.979535175,0,0.996636549,0,0,104443.7608,0,106267.2092,0,0,0,0,0,0,0,0,0,0,-764.98,0,-2182.97,0,-359.52,0,0,0,0,106625.84,NONE,A,0,106625.84,0,639755.04,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
433,USDA,1/14/2022,60 Days Delinquent,149857.57,430,3,10/1/2021,OR,GNMA,2/1/2022,120,1498.5757,148955.1561,150453.7318,0.99397819,0.9750149,0,0.996511879,0,0,146113.3636,0,149334.8486,0,0,0,0,0,0,0,0,0,0,-868.85,0,-3710.64,0,-489.15,0,0,0,0,149857.57,NONE,A,0,149857.57,0,449572.71,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
434,USDA,1/14/2022,60 Days Delinquent,129068.26,460,3,10/1/2021,NC,GNMA,2/1/2022,120,1290.6826,128771.7019,130062.3845,0.997702316,0.980243716,0,0.994472122,0,0,126518.3509,0,128354.7864,0,0,0,0,0,0,0,0,0,0,-259.14,0,-2512.49,0,-676.06,0,0,0,0,129068.26,NONE,A,0,129068.26,0,387204.78,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
435,USDA,1/14/2022,120 Days Delinquent,66452.62,430,13,12/1/2020,AR,GNMA,2/1/2022,420,2325.8417,66056.52789,68382.36959,0.994039481,0.983142315,0,0.977987046,0,0,65332.38266,0,64989.80151,0,0,0,0,0,0,0,0,0,0,-97,0,-821.14,0,-1163.72,0,0,0,0,66452.62,NONE,D,66452.62,0,0,863884.06,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
436,USDA,1/14/2022,120 Days Delinquent,154591.69,424,13,12/1/2020,OH,GNMA,2/1/2022,420,5410.70915,154400.192,159810.9011,0.998761266,0,0,0.999999535,0,0,0,0,154591.6181,0,0,0,0,0,0,0,0,0,0,-884.79,0,0,0,-693.36,0,0,0,0,154591.69,NONE,D,154591.69,0,0,2009691.97,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
437,USDA,1/14/2022,120 Days Delinquent,65671.87,430,8,5/1/2021,AL,GNMA,2/1/2022,270,1477.617075,0,1477.617075,0,0.979891765,0,0.996962434,0,0,64351.32459,0,65472.38734,0,0,0,0,0,0,0,0,0,0,0,0,-1251.76,0,-130.69,0,0,0,0,65671.87,NONE,A,0,65671.87,0,525374.96,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
438,USDA,1/14/2022,120 Days Delinquent,344700.83,460,12,1/1/2021,HI,GNMA,2/1/2022,390,11202.77698,343016.8062,354219.5832,0.995114535,0.977003913,0,0.988490836,0,0,336774.0599,0,340733.6117,0,0,0,0,0,0,0,0,0,0,-2883.97,0,-9126.71,0,-5167.16,0,0,0,0,344700.83,NONE,D,344700.83,0,0,4136409.96,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
439,USDA,1/14/2022,120 Days Delinquent,114830.07,422,8,5/1/2021,TN,GNMA,2/1/2022,270,2583.676575,115046.8857,117630.5623,1.001888144,0.988408364,0,0.984163664,0,0,113499.0016,0,113011.5824,0,0,0,0,0,0,0,0,0,0,-106.9,0,-1654.78,0,-2142.2,0,0,0,0,114830.07,NONE,A,0,114830.07,0,918640.56,0,0,0,0,UNK,1,B2_Selector_439,0,0,0,0,0,0,0,0
440,USDA,1/14/2022,120 Days Delinquent,79174.01,460,9,4/1/2021,ME,GNMA,2/1/2022,300,1979.35025,78667.79755,80647.1478,0.993606331,0.978231205,0,0.997159636,0,0,77450.48722,0,78949.12699,0,0,0,0,0,0,0,0,0,0,-732.23,0,-1949.54,0,-450.9,0,0,0,0,79174.01,NONE,A,0,79174.01,0,712566.09,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
441,USDA,1/14/2022,60 Days Delinquent,122202.56,460,3,10/1/2021,TX,GNMA,2/1/2022,120,1222.0256,121886.8338,123108.8594,0.99741637,0.983088635,0,1.000365339,0,0,120135.9479,0,122247.2054,0,0,0,0,0,0,0,0,0,0,-521.72,0,-2272.6,0,-161.35,0,0,0,0,122202.56,NONE,A,0,122202.56,0,366607.68,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
442,USDA,1/14/2022,120 Days Delinquent,167195.16,430,27,10/1/2019,MD,GNMA,2/1/2022,840,11703.6612,167151.3911,178855.0523,0.999738217,0.993733139,0,0.999812733,0,0,166147.3712,0,167163.8499,0,0,0,0,0,0,0,0,0,0,-2137.03,0,-3141.05,0,-2124.57,0,0,0,0,167195.16,NONE,D,167195.16,0,0,4514269.32,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
443,USDA,1/14/2022,120 Days Delinquent,128796.73,460,23,2/1/2020,MS,GNMA,2/1/2022,720,7727.8038,0,7727.8038,0,0.986193004,0,0.977406944,0,0,127018.434,0,125886.8182,0,0,0,0,0,0,0,0,0,0,0,0,-1769.86,0,-2901.48,0,0,0,0,128796.73,NONE,D,128796.73,0,0,2962324.79,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
444,USDA,1/14/2022,120 Days Delinquent,130594.64,430,5,8/1/2021,MI,GNMA,2/1/2022,180,1958.9196,130197.9649,132156.8845,0.996962546,0,0,1.002963946,0,0,0,0,130981.7155,0,0,0,0,0,0,0,0,0,0,-1123.56,0,0,0,-339.81,0,0,0,0,130594.64,NONE,A,0,130594.64,0,652973.2,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
445,USDA,1/14/2022,120 Days Delinquent,138439.08,430,6,7/1/2021,WA,GNMA,2/1/2022,210,2422.6839,138074.1575,140496.8414,0.997364021,0,0,1.001745396,0,0,0,0,138680.711,0,0,0,0,0,0,0,0,0,0,-1330.4,0,0,0,-723.84,0,0,0,0,138439.08,NONE,A,0,138439.08,0,830634.48,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
446,USDA,1/14/2022,120 Days Delinquent,200866.43,425,11,2/1/2021,CT,GNMA,2/1/2022,360,6025.9929,198059.6088,204085.6017,0.986026429,0.985271864,0,0.994814941,0,0,197908.042,0,199824.9257,0,0,0,0,0,0,0,0,0,0,-2828.41,0,-2979.98,0,-1063.09,0,0,0,0,200866.43,NONE,D,200866.43,0,0,2209530.73,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
447,USDA,1/14/2022,120 Days Delinquent,130088.48,430,15,10/1/2020,MS,GNMA,2/1/2022,480,5203.5392,0,5203.5392,0,0.986115246,0,0.999001049,0,0,128282.2335,0,129958.528,0,0,0,0,0,0,0,0,0,0,0,0,-2215.86,0,-539.56,0,0,0,0,130088.48,NONE,D,130088.48,0,0,1951327.2,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
448,USDA,1/14/2022,Foreclosure,53346.07,430,23,2/1/2020,KY,GNMA,2/1/2022,720,3200.7642,0,3200.7642,0,0.984505776,0,0.993747231,0,0,52519.51407,0,53012.50935,0,0,0,0,0,0,0,0,0,0,0,0,-1178.32,0,-685.32,0,0,0,0,53346.07,NONE,D,53346.07,0,0,1226959.61,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
449,USDA,1/14/2022,Foreclosure,132237.95,460,33,4/1/2019,PA,GNMA,2/1/2022,1020,11240.22575,131156.2801,142396.5059,0.991820276,0.985575048,0,0.995154155,0,0,130330.424,0,131597.1454,0,0,0,0,0,0,0,0,0,0,-2019.23,0,-2845.08,0,-1578.36,0,0,0,0,132237.95,NONE,D,132237.95,0,0,4363852.35,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
450,USDA,1/14/2022,Foreclosure,141534.01,430,6,7/1/2021,TX,GNMA,2/1/2022,210,2476.845175,141198.6892,143675.5344,0.997630811,0,0,1.002678151,0,0,0,0,141913.0595,0,0,0,0,0,0,0,0,0,0,-1294.34,0,0,0,-579.97,0,0,0,0,141534.01,NONE,A,0,141534.01,0,849204.06,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
451,USDA,1/14/2022,Foreclosure,168169.05,430,8,5/1/2021,LA,GNMA,2/1/2022,270,3783.803625,166221.8775,170005.6811,0.988421339,0,0,0.994339744,0,0,0,0,167217.1702,0,0,0,0,0,0,0,0,0,0,-1999.09,0,0,0,-1003.8,0,0,0,0,168169.05,NONE,A,0,168169.05,0,1345352.4,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
452,USDA,1/14/2022,Foreclosure,92851.6,430,8,5/1/2021,MS,GNMA,2/1/2022,270,2089.161,0,2089.161,0,0,0,1.002512414,0,0,0,0,93084.88167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-411.36,0,0,0,0,92851.6,NONE,A,0,92851.6,0,742812.8,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
453,USDA,1/14/2022,120 Days Delinquent,134843.88,426,6,7/1/2021,MS,GNMA,2/1/2022,210,2359.7679,0,2359.7679,0,0.984182168,0,0.986579631,0,0,132710.9422,0,133034.2254,0,0,0,0,0,0,0,0,0,0,0,0,-1885.85,0,-1562.56,0,0,0,0,134843.88,NONE,A,0,134843.88,0,809063.28,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
454,USDA,1/14/2022,Foreclosure,74082.45,430,16,9/1/2020,FL,GNMA,2/1/2022,510,3148.504125,73795.63661,76944.14073,0.996128457,0.987168549,0,0.998103108,0,0,73131.86471,0,73941.92357,0,0,0,0,0,0,0,0,0,0,-1122.09,0,-1785.86,0,-975.8,0,0,0,0,74082.45,NONE,D,74082.45,0,0,1185319.2,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
455,USDA,1/14/2022,120 Days Delinquent,90737.82,430,7,6/1/2021,AL,GNMA,2/1/2022,240,1814.7564,0,1814.7564,0,0,0,0.997132522,0,0,0,0,90477.63125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-348.8,0,0,0,0,90737.82,NONE,A,0,90737.82,0,635164.74,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
456,USDA,1/14/2022,Foreclosure,111698.22,430,33,4/1/2019,OH,GNMA,2/1/2022,1020,9494.3487,110156.577,119650.9257,0.986198142,0.970809951,0,0.993057291,0,0,108437.7435,0,110922.7317,0,0,0,0,0,0,0,0,0,0,-1786.95,0,-3505.78,0,-1020.79,0,0,0,0,111698.22,NONE,D,111698.22,0,0,3686041.26,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
457,USDA,1/14/2022,60 Days Delinquent,81741.57,460,3,10/1/2021,WV,GNMA,2/1/2022,120,817.4157,0,817.4157,0,0.980580032,0,0.999197213,0,0,80154.15134,0,81675.94896,0,0,0,0,0,0,0,0,0,0,0,0,-1613.56,0,-91.77,0,0,0,0,81741.57,NONE,A,0,81741.57,0,245224.71,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
458,USDA,1/14/2022,Foreclosure,119059.03,430,28,9/1/2019,OK,GNMA,2/1/2022,870,8631.779675,117962.2601,126594.0397,0.990788015,0.970195547,0,0.994590558,0,0,115510.5407,0,118414.9871,0,0,0,0,0,0,0,0,0,0,-1375.02,0,-3826.74,0,-922.29,0,0,0,0,119059.03,NONE,D,119059.03,0,0,3333652.84,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
459,USDA,1/14/2022,Foreclosure,122619.84,430,35,2/1/2019,AZ,GNMA,2/1/2022,1080,11035.7856,123811.6654,134847.451,1.009719679,0.997207638,0,0.975291876,0,0,122277.441,0,119590.1338,0,0,1,0,0,0,0,0,0,0,481.64,0,-1052.59,0,-3739.89,0,0,0,1,122619.84,NEC_B1,D,122619.84,0,0,4291694.4,0,0,0,0,UNK,1,B1_Selector_459,1,0,0,0,0,0,0,0
460,USDA,1/14/2022,120 Days Delinquent,100086.34,460,9,4/1/2021,LA,GNMA,2/1/2022,300,2502.1585,99748.71233,102250.8708,0.996626636,0.985199292,0,1.000531204,0,0,98604.99135,0,100139.5063,0,0,0,0,0,0,0,0,0,0,-725.13,0,-1868.85,0,-334.33,0,0,0,0,100086.34,NONE,A,0,100086.34,0,900777.06,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
461,USDA,1/14/2022,90 Days Delinquent,124801.97,460,4,9/1/2021,VT,GNMA,2/1/2022,150,1560.024625,123980.3141,125540.3388,0.993416323,0,0,0.999284686,0,0,0,0,124712.6974,0,0,0,0,0,0,0,0,0,0,-1287.3,0,0,0,-554.92,0,0,0,0,124801.97,NONE,A,0,124801.97,0,499207.88,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
462,USDA,1/14/2022,Foreclosure,123174.15,430,33,4/1/2019,WV,GNMA,2/1/2022,1020,10469.80275,0,10469.80275,0,0.982251055,0,0.909388412,0,0,120987.9388,0,112013.1446,0,0,0,0,1,0,0,0,0,0,0,0,810.63,0,-8164.16,0,0,0,1,123174.15,NEC_B3,D,123174.15,0,0,4064746.95,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
463,USDA,1/14/2022,120 Days Delinquent,136282.2,430,10,3/1/2021,LA,GNMA,2/1/2022,330,3747.7605,136455.7652,140203.5257,1.001273572,0.992614739,0,1.005572735,0,0,135275.7204,0,137041.6646,0,0,0,0,0,0,0,0,0,0,-945.26,0,-2125.3,0,-359.36,0,0,0,0,136282.2,NONE,D,136282.2,0,0,1362822,0,0,0,0,UNK,1,B2_Selector_463,0,0,0,0,0,0,0,0
464,USDA,1/14/2022,120 Days Delinquent,113806.71,460,6,7/1/2021,KY,GNMA,2/1/2022,210,1991.617425,0,1991.617425,0,0,0,0.997938469,0,0,0,0,113572.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-586.39,0,0,0,0,113806.71,NONE,A,0,113806.71,0,682840.26,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
465,USDA,1/14/2022,60 Days Delinquent,70150.07,430,3,10/1/2021,WI,GNMA,2/1/2022,120,701.5007,69597.30661,70298.80731,0.992120273,0.974054197,0,0.995797378,0,0,68329.97011,0,69855.25576,0,0,0,0,0,0,0,0,0,0,-365.24,0,-1632.58,0,-107.29,0,0,0,0,70150.07,NONE,A,0,70150.07,0,210450.21,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
466,USDA,1/14/2022,60 Days Delinquent,81962.1,430,3,10/1/2021,AL,GNMA,2/1/2022,120,819.621,0,819.621,0,0,0,0.997863339,0,0,0,0,81786.9748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-77.78,0,0,0,0,81962.1,NONE,A,0,81962.1,0,245886.3,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
467,USDA,1/14/2022,60 Days Delinquent,106585.05,427,3,10/1/2021,NC,GNMA,2/1/2022,120,1065.8505,106028.7591,107094.6096,0.994780779,0.97711962,0,0.992482044,0,0,104146.3436,0,105783.7483,0,0,0,0,0,0,0,0,0,0,-362.36,0,-2244.78,0,-607.37,0,0,0,0,106585.05,NONE,A,0,106585.05,0,319755.15,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
468,USDA,1/14/2022,120 Days Delinquent,361063.12,423,13,12/1/2020,HI,GNMA,2/1/2022,420,12637.2092,358029.5311,370666.7403,0.991598176,0.985803425,0,0.996138988,0,0,355937.2605,0,359669.0508,0,0,0,0,0,0,0,0,0,0,-3829.87,0,-5922.15,0,-2190.36,0,0,0,0,361063.12,NONE,D,361063.12,0,0,4693820.56,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
469,USDA,1/14/2022,Foreclosure,114043.43,430,26,11/1/2019,TN,GNMA,2/1/2022,810,7697.931525,113119.4826,120817.4141,0.991898284,0,0,0.994247065,0,0,0,0,113387.3455,0,0,0,0,0,0,0,0,0,0,-842.43,0,0,0,-574.56,0,0,0,0,114043.43,NONE,D,114043.43,0,0,2965129.18,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
470,USDA,1/14/2022,120 Days Delinquent,133656.38,460,26,11/1/2019,NY,GNMA,2/1/2022,810,9021.80565,130344.1577,139365.9633,0.975218375,0.978366975,0,0,0,0,130764.9882,0,0,0,0,0,0,0,0,0,0,0,0,-3904.29,0,-3483.45,0,0,0,0,0,0,133656.38,NONE,D,133656.38,0,0,3475065.88,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
471,USDA,1/14/2022,Foreclosure,171882.18,460,8,5/1/2021,MS,GNMA,2/1/2022,270,3867.34905,0,3867.34905,0,0,0,0.999064223,0,0,0,0,171721.3365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-842.82,0,0,0,0,171882.18,NONE,A,0,171882.18,0,1375057.44,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
472,USDA,1/14/2022,60 Days Delinquent,72921.98,430,3,10/1/2021,LA,GNMA,2/1/2022,120,729.2198,72221.10903,72950.32883,0.990388756,0.973893108,0,0.995215996,0,0,71018.21377,0,72573.12095,0,0,0,0,0,0,0,0,0,0,-514.55,0,-1717.45,0,-162.54,0,0,0,0,72921.98,NONE,A,0,72921.98,0,218765.94,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
473,USDA,1/14/2022,120 Days Delinquent,69444.42,430,9,4/1/2021,MS,GNMA,2/1/2022,300,1736.1105,0,1736.1105,0,0.983257132,0,0.997100046,0,0,68281.72126,0,69243.03441,0,0,0,0,0,0,0,0,0,0,0,0,-1104.16,0,-142.85,0,0,0,0,69444.42,NONE,A,0,69444.42,0,624999.78,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
474,USDA,1/14/2022,120 Days Delinquent,111166.05,460,5,8/1/2021,LA,GNMA,2/1/2022,180,1667.49075,110713.135,112380.6257,0.995925779,0,0,1.000462948,0,0,0,0,111217.5141,0,0,0,0,0,0,0,0,0,0,-918.26,0,0,0,-413.88,0,0,0,0,111166.05,NONE,A,0,111166.05,0,555830.25,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
475,USDA,1/14/2022,120 Days Delinquent,60087.07,430,5,8/1/2021,GA,GNMA,2/1/2022,180,901.30605,0,901.30605,0,0.98412697,0,0.987586598,0,0,59133.30614,0,59341.18502,0,0,0,0,0,0,0,0,0,0,0,0,-1038.93,0,-831.05,0,0,0,0,60087.07,NONE,A,0,60087.07,0,300435.35,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
476,USDA,1/14/2022,120 Days Delinquent,104735.01,419,24,1/1/2020,AZ,GNMA,2/1/2022,750,7636.927813,104975.8657,112612.7935,1.002299668,0,0,0.976396134,0,0,0,0,102262.8589,0,0,1,0,0,0,0,0,0,0,258.83,0,0,0,-2454.18,0,0,0,1,104735.01,NEC_B1,D,104735.01,0,0,2513640.24,0,0,0,0,UNK,1,B1_Selector_476,1,0,0,0,0,0,0,0
477,USDA,1/14/2022,120 Days Delinquent,78120.54,422,20,5/1/2020,AL,GNMA,2/1/2022,630,4784.883075,0,4784.883075,0,0.989104418,0,0.97061584,0,0,77269.37126,0,75825.03359,0,0,0,0,0,0,0,0,0,0,0,0,-501.6,0,-1945.94,0,0,0,0,78120.54,NONE,D,78120.54,0,0,1562410.8,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
478,USDA,1/14/2022,60 Days Delinquent,114514.94,460,3,10/1/2021,TX,GNMA,2/1/2022,120,1145.1494,114202.996,115348.1454,0.997275954,0.979664541,0,0.99348992,0,0,112186.2261,0,113769.4386,0,0,0,0,0,0,0,0,0,0,-225.95,0,-2242.72,0,-659.51,0,0,0,0,114514.94,NONE,A,0,114514.94,0,343544.82,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
479,USDA,1/14/2022,120 Days Delinquent,116258.85,460,10,3/1/2021,OR,GNMA,2/1/2022,330,3197.118375,115993.0494,119190.1678,0.997713718,0.983421743,0,0.99928586,0,0,114331.481,0,116175.8249,0,0,0,0,0,0,0,0,0,0,-716.32,0,-2377.89,0,-533.55,0,0,0,0,116258.85,NONE,D,116258.85,0,0,1162588.5,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
480,USDA,1/14/2022,120 Days Delinquent,138884.25,430,5,8/1/2021,MN,GNMA,2/1/2022,180,2083.26375,0,2083.26375,0,0.978746218,0,0.986949133,0,0,135932.4344,0,137071.6902,0,0,0,0,0,0,0,0,0,0,0,0,-2777.6,0,-1638.34,0,0,0,0,138884.25,NONE,A,0,138884.25,0,694421.25,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
481,USDA,1/14/2022,120 Days Delinquent,127377.24,460,12,1/1/2021,FL,GNMA,2/1/2022,390,4139.7603,127115.6024,131255.3627,0.997945962,0.983301597,0,0.998832587,0,0,125250.2435,0,127228.5382,0,0,0,0,0,0,0,0,0,0,-804.42,0,-2669.78,0,-691.49,0,0,0,0,127377.24,NONE,D,127377.24,0,0,1528526.88,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
482,USDA,1/14/2022,60 Days Delinquent,89396.63,460,3,10/1/2021,MS,GNMA,2/1/2022,120,893.9663,0,893.9663,0,0.982151522,0,0,0,0,87801.03625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1700.1,0,0,0,0,0,0,89396.63,NONE,A,0,89396.63,0,268189.89,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
483,USDA,1/14/2022,60 Days Delinquent,92361.4,460,3,10/1/2021,LA,GNMA,2/1/2022,120,923.614,90780.16456,91703.77856,0.98287991,0,0,0.991763304,0,0,0,0,91600.64719,0,0,0,0,0,0,0,0,0,0,-1696.96,0,0,0,-876.47,0,0,0,0,92361.4,NONE,A,0,92361.4,0,277084.2,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
484,USDA,1/14/2022,120 Days Delinquent,112637.84,430,15,10/1/2020,OK,GNMA,2/1/2022,480,4505.5136,111339.3555,115844.8691,0.98847204,0.968253455,0,0.992059481,0,0,109061.9777,0,111743.4371,0,0,0,0,0,0,0,0,0,0,-1211.87,0,-3489.25,0,-807.79,0,0,0,0,112637.84,NONE,D,112637.84,0,0,1689567.6,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
485,USDA,1/14/2022,120 Days Delinquent,119018.07,430,18,7/1/2020,LA,GNMA,2/1/2022,570,5653.358325,117415.8139,123069.1723,0.986537708,0,0,0.993029796,0,0,0,0,118188.4898,0,0,0,0,0,0,0,0,0,0,-1751.53,0,0,0,-978.85,0,0,0,0,119018.07,NONE,D,119018.07,0,0,2142325.26,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
486,USDA,1/14/2022,120 Days Delinquent,93309.44,408,22,3/1/2020,SC,GNMA,2/1/2022,690,5365.2928,92261.76645,97627.05925,0.988772052,0.97145833,0,0.986567582,0,0,90646.23273,0,92056.06859,0,0,0,0,0,0,0,0,0,0,-829.1,0,-2444.63,0,-1034.8,0,0,0,0,93309.44,NONE,D,93309.44,0,0,2052807.68,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
487,USDA,1/14/2022,60 Days Delinquent,104470.36,427,3,10/1/2021,OH,GNMA,2/1/2022,120,1044.7036,103617.5178,104662.2214,0.991836515,0.976941985,0,0.995939242,0,0,102061.4808,0,104046.1312,0,0,0,0,0,0,0,0,0,0,-753.31,0,-2309.35,0,-324.7,0,0,0,0,104470.36,NONE,A,0,104470.36,0,313411.08,0,0,0,0,UNK,0,0,0,0,0,0,0,0,0,0
